,,Data set: 22
,,startCityIndex: 1
,,crossoverRate: 1
,,mutationRate: 1
,,maxGenerationSpan: 1000
,,maxPopSize: 1000
,,Tournement Size: 5
,,Seed: "1521074568"
,,Final Path Cost: 75.39841
,,Tour: 1 -> 8 -> 22 -> 4 -> 18 -> 17 -> 2 -> 3 -> 16 -> 21 -> 20 -> 19 -> 10 -> 9 -> 11 -> 5 -> 15 -> 6 -> 7 -> 12 -> 13 -> 14 -> 1

SET: 22 Elietism: top10P Crossover Type: UOX Crossover Rate: 1 Mutation Rate: 1
Best Fitness ,Average Fitness
76.723522,95.11232113
76.723522,95.406395574
76.723522,94.850062158
76.723522,94.90136665
76.714506,95.050254606
76.714506,95.609621438
76.714506,95.32725622
76.714506,95.339653978
76.688038,95.3484128959999
76.688038,96.086929928
76.666212,96.002992836
76.666212,95.62068024
76.666212,95.902855312
76.666212,96.390168936
76.666212,96.118604714
76.666212,95.703556798
76.666212,95.766561332
76.666212,96.3282533399999
76.666212,96.170125
76.5464,95.8052598519999
76.5464,96.173004084
76.5464,96.714090018
76.5464,96.256319316
76.5464,95.9489121279999
76.5464,96.668559252
76.5464,96.588624132
76.5464,97.247782504
76.546372,96.31367318
76.546372,96.190470036
76.546372,96.612310446
76.546372,96.75357085
76.546372,96.969402862
76.546372,96.890563042
76.546372,96.524919938
76.546372,96.387363426
76.546372,96.4364202119999
76.546372,96.1682655959999
76.546372,96.188870006
76.546372,96.073565634
76.546372,96.230623696
76.546372,96.124060442
76.546372,96.426373664
76.546372,96.94942407
76.546372,96.934470034
76.546372,97.157381462
76.546372,97.2367548060001
76.546372,97.0780463300001
76.546372,97.6211761
76.546372,96.919033412
76.546372,97.1325953920001
76.546372,97.064106598
76.546372,97.3538435360001
76.546372,98.3439348060001
76.546372,97.857611914
76.546372,97.939812416
76.546372,98.637114326
76.546372,98.4896320300001
76.546372,98.0709113360001
76.546372,97.6251075900001
76.546372,97.290519284
76.546372,97.441847338
76.546372,97.58980921
76.546372,99.136140426
76.53016,99.537909678
76.53016,99.744456494
76.53016,100.239728174
76.53016,100.56262189
76.53016,99.7626682200001
76.53016,99.703236844
76.53016,99.680960404
76.530038,99.171603714
76.530038,99.6534202059999
76.530038,99.4090357359999
76.530038,100.271891468
76.530038,99.066115192
76.530038,99.918304268
76.530038,99.7789668019999
76.530038,99.3704497620001
76.530038,99.433581792
76.530038,99.60932958
76.530038,99.753816174
76.530038,99.433194978
76.530038,99.649206224
76.530038,99.322166452
76.530038,99.524411256
76.530038,99.372450724
76.530038,99.2602008839999
76.530038,98.834083886
76.530038,99.294945586
76.530038,99.78641209
76.530038,99.328939506
76.530038,99.207037944
76.530038,99.6255015300001
76.530038,99.814598292
76.530038,100.494305302
76.530038,100.885570016
76.530038,100.863307232
76.530038,100.882483554
76.530038,101.067121696
76.530038,100.620002666
76.530038,100.597939178
76.530038,100.400377252
76.530038,100.631597588
76.530038,100.052270136
76.530038,99.974084134
76.530038,100.506582214
76.530038,100.930400774
76.530038,100.465496798
76.530038,100.819635334
76.530038,100.76590544
76.530038,100.747438656
76.530038,100.269534502
76.530038,100.35799192
76.530038,101.074191124
76.392578,100.846459776
76.392578,101.84574906
76.392578,100.750829198
76.392578,101.644647516
76.392578,100.834837704
76.392578,101.20532695
76.392578,101.443961184
76.392578,100.526430726
76.392578,100.247453272
76.392578,100.932734864
76.392578,100.423345058
76.392578,100.244872546
76.392578,100.542669566
76.392578,101.099806558
76.392578,100.659718958
76.392578,100.775756426
76.392578,101.385144782
76.392578,102.047477064
76.392578,101.406051764
76.392578,101.402571476
76.347396,101.676781122
76.347396,101.376229962
76.347396,100.694124702
76.347396,101.5717201
76.347396,101.606053654
76.347396,101.236676868
76.347396,101.359293048
76.347396,101.293427468
76.347396,101.899967916
76.347396,101.332510358
76.347396,100.838792036
76.347396,100.67448061
76.347396,100.067293246
76.347396,100.431661956
76.347396,100.313221316
76.347396,100.250540202
76.347396,99.8113845600001
76.347396,99.6075656180001
76.347396,99.7602827500001
76.347396,99.9587912700001
76.347396,100.091990844
76.347396,99.9359559000001

,,Data set: 22
,,startCityIndex: 1
,,crossoverRate: 1
,,mutationRate: 1
,,maxGenerationSpan: 1000
,,maxPopSize: 1000
,,Tournement Size: 5
,,Seed: "1521074568"
,,Final Path Cost: 89.57835
,,Tour: 1 -> 21 -> 19 -> 10 -> 9 -> 11 -> 5 -> 6 -> 7 -> 20 -> 12 -> 18 -> 4 -> 17 -> 2 -> 3 -> 22 -> 8 -> 16 -> 13 -> 14 -> 15 -> 1

SET: 22 Elietism: top1 Crossover Type: UOX Crossover Rate: 1 Mutation Rate: 1
Best Fitness ,Average Fitness
131.169492264416,181.740893594301
123.511181451003,186.748897609184
118.990715451003,188.679131347976
116.183055451003,190.230511889461
112.39556,191.595158469054
111.95846,192.523657319719
110.224404,193.009860669038
108.720242,193.182710004153
108.720242,193.42978246084
108.176382,194.028639965025
106.739986,193.420378428076
106.739986,194.141479995644
106.739986,194.52063364231
104.653452,194.214908549011
103.678324,194.328598235625
103.318124,193.889573630047
102.064884,193.83603436517
102.064884,193.800331648471
102.064884,194.305618597723
101.981306,193.991127447681
101.470686,194.440242323661
101.470686,194.707932666423
101.470686,194.39788581101
101.470686,194.092971868889
101.470686,194.906611270622
101.470686,194.250415008278
100.303404,194.686681920037
100.303404,194.511251443427
100.273492,194.774562275673
100.273492,194.948900423559
100.273492,195.007014424811
100.137976,194.878912798593
100.137976,194.737338005625
100.137976,195.297425431271
99.374496,195.205103340629
99.086062,195.103188072629
98.920074,194.465709459723
97.68134,194.321177518617
97.164478,194.645637682011
96.965502,194.82316687981
96.965502,194.306613276996
96.965502,194.065317566181
96.965502,194.754468273513
96.965502,194.385084613137
96.965502,194.483701442555
96.885088,194.571893016887
96.79102,195.29509027943
96.79102,194.789293263508
96.79102,194.645396461857
96.79102,195.108257585391
96.111192,194.953994147729
96.081358,194.291354178312
96.081358,194.041386239153
96.081358,194.080371311153
96.032902,194.604228541066
96.032902,194.445431437066
96.032902,194.66512250718
96.032902,194.878038679542
96.032902,194.779564741542
95.049092,195.171239034391
95.049092,194.951253000021
95.049092,194.657905072917
95.049092,194.64629412271
95.049092,194.66525908471
95.032944,194.26556925271
95.032944,194.929700214161
95.032944,195.655205736161
95.032944,194.831398653255
95.032944,194.642442662184
95.032944,194.810648167608
95.032944,194.937421325071
93.543724,194.905472625071
93.540748,195.193008927071
93.540748,195.473707368787
93.540748,195.254640512787
93.540748,195.370729289106
93.540748,195.125121759106
93.540748,195.22319091726
93.540748,195.06084722526
93.540748,195.134877219524
93.540748,195.159562557878
93.540748,195.32302652551
93.540748,195.800954553816
93.540748,195.465012294086
93.540748,195.220078470086
93.540748,195.307768486005
93.540748,195.705064644005
93.52846,195.294710404005
93.52846,195.901453663285
93.160594,195.780719769645
93.160594,194.770058264655
93.160594,194.867092804655
93.160594,194.935890196655
93.160594,195.325594460655
93.160594,195.618421970655
93.160594,195.122092498655
93.160594,194.565863852655
93.160594,194.693691334655
92.857496,194.964117370655
92.857496,195.231857392655
92.34068,194.997397273637
92.299146,194.716929259637
92.299146,194.753022384548
92.291636,195.145012478548
92.291636,194.787339242548
92.291636,194.675156914548
92.291636,195.008883750548
92.291636,194.978616866548
92.27504,195.003599194548
92.27504,194.725079366548
92.27504,195.097895852548
92.27504,194.866735724548
92.27504,194.681832762548
92.27504,194.882276950548
92.27504,195.067646504222
92.040426,195.422578347316
92.040426,195.607935761316
92.040426,195.294366513316
91.88957,194.967353355534
91.88957,195.292006011534
91.88957,195.659816269534
91.88957,194.868559151534
91.88957,194.878421215534
91.88957,194.666461433534
91.88957,194.943720850585
91.714032,194.878924286585
91.714032,194.597814293791
91.714032,194.516255375791
91.714032,195.046472813791
91.676194,194.849797937791
91.676194,194.793131073791
91.676194,194.745521499791
91.10033,194.681491623791
91.10033,195.200469661791
90.938538,194.690897092852
90.938538,195.305427800852
90.938538,195.662897552852
90.938538,195.380830410852
90.938538,195.830296868852
90.938538,195.846991184852
90.938538,195.307458838852
90.938538,195.176778676852
90.938538,195.109325450852
90.938538,195.144506592852
90.938538,195.009354392852
90.938538,195.203198028852
90.903838,195.569182254852
90.865204,195.320397962852
90.865204,195.166462034852
90.865204,195.126415002852
90.865204,195.258973998852
90.865204,195.792574394852
90.477626,195.232231796852
90.477626,195.293073250852
90.477626,195.384464968852
90.477626,194.984343730852
90.477626,194.828149412852
90.477626,194.964420632852
90.477626,195.468830170852
90.477626,195.001583010852
90.477626,195.228049136852
90.477626,195.745029564852
90.477626,195.525862558852
90.477626,195.466735146852
90.477626,195.641016304852
90.477626,195.68681177224
90.477626,195.71138274424
90.477626,195.66926651024
90.477626,195.63901791624
89.82485,195.217949314239
89.82485,195.19979959624
89.82485,195.41010181624
89.82485,195.69952544024
89.82485,195.42463294624
89.82485,195.22940429624
89.82485,195.24752637624
89.82485,194.46320287624
89.82485,194.93726684224
89.82485,194.49865118824
89.82485,194.67654032424
89.82485,194.61462988024
89.82485,194.83133719224
89.82485,195.27559437424
89.82485,194.88000239024
89.82485,194.60192108224
89.82485,194.56789154024
89.82485,194.60427197224
89.82485,194.78647795624
89.82485,195.37558847824
89.82485,195.566384869945
89.82485,195.970290603945
89.82485,195.767125123945
89.82485,195.237075711945
89.82485,195.721279347945
89.82485,195.559752121945
89.82485,195.432448391945
89.82485,195.904258815945
88.96842,195.799230397945
88.96842,195.724867213945
88.96842,195.857554725945
88.96842,196.034584827945
88.96842,195.474146559945
88.96842,195.867264437945
88.96842,195.717735128168
88.96842,195.495983794208
88.96842,195.770214110208
88.96842,195.701069461469
88.96842,195.513477983469
88.96842,195.709341027469
88.955712,195.158156275469
88.930806,195.055419205469
88.930806,195.124338103469
88.930806,194.866121081469
88.930806,195.239035639469
88.930806,195.819444185469
88.930806,195.530943807469
88.930806,195.426666883469
88.930806,195.697602519469
88.930806,195.807777623469
88.930806,196.043003351469
88.930806,196.064881439469
88.765328,196.023498619469
88.765328,195.686943941469
88.765328,195.932179387469
88.765328,196.060724557469
88.765328,195.410961615469
88.765328,195.447389033469
88.765328,195.092681495469
88.765328,195.108280023469
88.765328,195.335238119469
88.734258,195.305005321469
88.734258,195.273005351469
88.734258,195.323984463469
88.734258,195.428557247469
88.734258,195.969299555469
88.734258,195.757419201469
88.734258,195.939046845469
88.734258,195.823402585469
88.324176,195.242442619469
88.324176,195.935853239469
88.324176,195.933601807469
88.324176,195.710781229469
88.324176,195.986857033469
88.324176,196.533180917469
88.296984,196.023369887469
88.253712,195.894590237469
88.253712,195.748717011469
88.253712,195.757778767469
88.253712,195.524783701469
88.253712,196.341619747469
88.253712,196.548380767469
88.226522,196.383551171469
88.226522,195.681135995469
88.165328,195.586202643469
88.165328,195.473639203469
88.165328,195.977570357469
88.165328,195.972432813469
88.165328,195.882900573469
88.165328,196.556761811469
88.165328,195.973289653469
88.165328,195.922140113469
88.165328,196.023339667469
88.165328,195.624539303469
88.165328,195.877850937469
88.165328,195.441548425469
88.165328,195.652784915469
88.165328,195.562121257469
88.165328,195.474896751469
88.165328,195.509161315469
88.165328,195.860866359469
88.165328,196.103265073469
87.900988,196.212955875469
87.900988,196.206877957469
87.900988,195.853666465469
87.900988,195.898409453469
87.900988,195.533959867469
87.900988,195.733997783469
87.900988,195.372323779469
87.900988,195.552441223469
87.705478,195.712348579469
87.596124,195.572166967469
87.596124,195.386746379469
87.596124,195.229988761469
87.596124,195.753198883469
87.596124,196.222627511469
87.596124,196.073239511469
87.596124,196.273552907469
87.596124,195.868305435469
87.596124,195.996899919469
87.596124,195.914643239469
87.596124,195.620838103469
87.596124,195.660639911469
87.596124,195.625816433469
87.596124,196.209591631469
87.596124,195.667433111469
87.596124,195.833977911469
87.596124,195.866251053469
87.564542,195.792049905469
87.564542,195.800900509469
87.564542,195.720337851469
87.564542,195.839060517469
87.564542,196.287349491469
87.564542,196.023368981469
87.564542,196.140979535469
87.564542,196.672697253469
87.564542,196.252606421469
87.564542,195.877161735469
87.564542,196.003159021469
87.564542,196.09662630816
87.564542,196.23719578016
87.564542,195.91638891616
87.564542,195.91034704616
87.564542,195.46196317816
87.564542,195.53331644416
87.564542,196.10401578016
87.564542,195.83761366616
87.564542,195.52709734816
87.564542,195.93287768216
87.564542,195.96147087216
87.564542,195.75142987216
87.564542,195.80893149816
87.564542,195.89589661016
87.564542,196.05026340216
87.564542,196.19625408416
87.564542,195.77520634416
87.564542,195.77017976016
87.564542,195.89436993016
87.564542,195.86436148416
87.564542,195.79078826416
87.564542,195.58215093616
87.564542,196.02068237416
87.564542,195.93970041216
87.564542,196.09329658216
87.564542,196.33657771616
87.564542,196.39703348616
87.564542,196.59461393216
87.564542,196.19992703416
87.564542,196.47311088216
87.564542,196.613088784262
87.564542,196.909641428262
87.564542,196.311755396262
87.564542,196.292614586262
87.564542,196.190751918262
87.564542,196.357081766262
87.564542,196.322812854262
87.564542,196.622176686262
87.564542,195.915634326262
87.564542,196.117311246262
87.564542,196.724350984262
87.564542,196.893459518262
87.564542,196.528984382262
87.564542,196.617345110262
87.564542,196.574389336262
87.564542,196.829836094262
87.564542,196.447060470262
87.564542,196.817380034262
87.564542,196.912121884262
87.564542,196.678985834262
87.564542,197.440118098
87.537282,197.297001018
87.537282,196.955802942
87.537282,196.548006284
87.537282,196.63714413
87.537282,196.757618118
87.537282,197.02864833
87.537282,197.22085599
87.537282,197.139492332
87.537282,197.04996214
87.537282,197.047907594
87.537282,196.624082688
87.537282,197.036817794
87.537282,196.8975585
87.537282,197.039763266
87.537282,196.901606916
87.537282,197.321086544
87.537282,196.760539238
87.537282,196.64338117
87.537282,196.81034379
87.537282,197.028330538
87.537282,197.111800676
87.537282,196.806476988
87.537282,196.794892042
87.537282,196.888476284
87.537282,197.124293024
87.537282,197.57560351
87.537282,197.521115158
87.537282,197.267657242
87.537282,197.143054878
87.537282,197.47091781
87.537282,196.988228974
87.537282,196.70305343
87.537282,196.668437554
87.537282,196.320548796
87.537282,196.805616278
87.537282,197.284167762
87.537282,197.478494118
87.537282,197.522971182
87.537282,197.478490766
87.537282,197.497646688
87.537282,197.085009884
87.537282,197.098857472
87.537282,197.696677372
87.537282,197.547173802
87.537282,197.551839094
87.537282,197.18588385
87.537282,197.219208594
87.537282,197.049285264
87.537282,196.445155278
87.537282,197.066550156
87.537282,197.514372326
87.537282,197.16212179
87.537282,197.01335172
87.537282,196.669442072
87.537282,196.947610142
87.537282,197.39668036
87.537282,197.237575306
87.537282,197.47554337
87.537282,197.522596196
87.537282,197.721420068
87.537282,197.17789545
87.537282,196.81456863
87.537282,197.40169855
87.537282,197.325683008
87.537282,197.75186583
87.537282,198.005175928
87.531054,197.574931038
87.531054,197.194000916
87.531054,197.113560742
87.531054,196.936646822
87.531054,196.968781398
87.531054,197.29799677
87.531054,197.441727782
87.531054,197.465347346
87.531054,197.176045214
87.531054,197.483625784
87.531054,197.569675676
87.531054,197.766312928
87.531054,197.527728568
87.531054,197.303272378
87.531054,197.14984634
87.531054,197.506717302
87.531054,197.677406736
87.531054,197.710796968
87.531054,197.32493049
87.531054,197.653764552
87.531054,197.81020703
87.531054,197.121260208
87.531054,196.955326722
87.531054,197.178775464
87.531054,197.385288542
87.531054,197.421625946
87.531054,197.616537122
87.531054,197.610857334
87.531054,197.70461784
87.531054,197.90439706
87.531054,197.693077984
87.531054,197.291161998
87.531054,196.995593036
87.531054,197.141160448
87.531054,197.115575478
87.531054,197.224645988
87.531054,197.444865288
87.531054,197.47451646
87.531054,197.53450588
87.531054,197.112383866
87.531054,196.817209404
87.531054,196.837713986
87.531054,196.930795352
87.531054,197.136786466
87.531054,196.843186722
87.531054,196.971715408
87.531054,197.062817922
87.531054,197.054164722
87.531054,197.082539374
87.531054,197.111037982
87.531054,197.385865568
87.531054,197.559115472
87.531054,197.283078462
87.531054,196.862694778
87.531054,196.901130764
87.531054,197.005625368
87.531054,197.167209066
87.531054,197.207507864
87.531054,197.500715596
87.531054,197.545476902
87.531054,197.239669488
87.531054,197.144570234
87.531054,197.05057274
87.531054,196.815831774
87.531054,196.8845247
87.531054,197.076291548
87.531054,197.066370164
87.531054,196.82142316
87.531054,197.039414278
87.531054,196.87777645
87.531054,196.764906522
87.531054,196.653868208
87.531054,196.83016624
87.531054,196.968505556
87.531054,196.753644592
87.531054,196.808033828
87.531054,196.829068826
87.531054,196.92522406
87.531054,196.632904616
87.531054,196.629842466
87.531054,196.821161642
87.531054,196.63367235
87.531054,196.34589809
87.531054,196.430537338
87.531054,196.507475506
87.531054,196.526917124
87.531054,196.685144662
87.531054,196.964769384
87.531054,196.943934512
87.531054,197.065915872
87.531054,196.931201744
86.18684,196.990344996
86.18684,196.566236022
86.18684,196.66740966
86.18684,196.636374136
86.18684,196.515827108
86.18684,196.414551122
86.18684,196.274325768
86.18684,196.390313068
86.18684,196.138743866
86.18684,196.132194238
86.18684,196.145869528
86.18684,195.902830458
86.18684,195.845332792
86.18684,195.935186834
86.18684,196.108193058
86.18684,196.207703434
86.18684,196.448243492
86.18684,196.648696684
86.18684,196.423943582
86.18684,196.307463328
86.18684,196.523196622
86.18684,196.757724806
86.18684,196.659344618
86.18684,196.704439278
86.18684,196.528090792
86.18684,196.997635034
86.18684,196.87943811
86.18684,196.606648298
86.18684,196.80324895
86.18684,196.805692452
86.18684,196.801388986
86.18684,196.952576482
86.18684,196.807461438
86.18684,196.753439636
86.18684,196.903782576

,,Data set: 22
,,startCityIndex: 1
,,crossoverRate: 1
,,mutationRate: 1
,,maxGenerationSpan: 1000
,,maxPopSize: 1000
,,Tournement Size: 5
,,Seed: "1521074568"
,,Final Path Cost: 76.16683
,,Tour: 1 -> 14 -> 13 -> 12 -> 7 -> 6 -> 15 -> 5 -> 11 -> 9 -> 10 -> 19 -> 20 -> 21 -> 16 -> 8 -> 22 -> 18 -> 4 -> 17 -> 2 -> 3 -> 1

SET: 22 Elietism: top10P Crossover Type: PMX Crossover Rate: 1 Mutation Rate: 1
Best Fitness ,Average Fitness
131.169492264416,181.740893594301
122.02613,165.673613752275
112.062876,154.559834666702
106.717848,145.871056274402
102.978018,139.136111801139
99.598908,133.303415324
96.84974,129.041791826
91.170488,125.513912092
91.129014,122.003379092
89.722198,118.87712029
88.64421,115.657955858
86.474246,112.463667496
84.006622,108.812808754
83.301002,105.614031568
81.050616,102.64823071
80.542436,100.09111713
79.855586,98.071406502
78.97162,96.276965128
78.623702,94.677059128
78.299938,93.693515662
77.973286,92.521649332
77.67392,91.645571316
77.461542,90.9973248100001
77.290918,90.4942405
77.130248,90.193277898
76.964192,90.009180576
76.727094,90.02180646
76.67093,89.764340748
76.509832,89.584325474
76.394736,89.494982688
76.343488,89.45617752
76.343488,89.404798792
76.343488,89.5226700259999
76.275422,89.5953734539999
76.237132,89.7769144299999
76.237132,90.108533666
76.208174,89.931066336
76.206752,89.956179606
76.206752,90.0425000459999
76.206752,90.375858134
76.206752,90.4136497539999
76.206752,90.789524266
76.206752,90.741526326
76.179218,90.909690762
76.150052,91.1958460980001
76.150052,91.373546732
76.150052,91.435490526
76.150052,91.515765384
76.127168,91.5374604020001
76.127168,92.061938418
76.09821,91.878223942
76.09821,92.057838474
76.09821,92.4536961
76.073764,92.357948
76.073764,92.607321356
76.027066,92.52673928
76.027066,92.64063046
76.027066,92.828993922
76.027066,92.843189068
76.027066,92.81407583
76.01472,92.827064104
76.001026,92.86827
76.001026,93.144086268
75.983164,93.17215053
75.983164,93.162785938
75.983164,93.259805342
75.983164,93.5891128000001
75.983164,93.60150428
75.983164,93.86695227
75.983164,93.64334337
75.983164,93.687213182
75.983164,94.246726544
75.983164,94.429922602
75.983164,94.54273547
75.983164,94.39070006
75.983164,94.439149014
75.983164,94.533713632
75.983164,94.306555302
75.983164,94.870117932
75.983164,94.724256762
75.983164,94.9949972620001
75.983164,95.057007334
75.983164,94.625062456
75.983164,94.8645932220001
75.983164,95.075780298
75.983164,95.241728158
75.983164,95.35835102
75.983164,95.23728048
75.983164,95.525786692
75.983164,95.662858806
75.983164,95.417738266
75.983164,95.707381456
75.983164,95.542185654
75.983164,95.683065336
75.983164,95.912526032
75.983164,95.8803330520001
75.983164,95.693332522
75.983164,95.904621986
75.983164,95.809218604
75.983164,95.944975956
75.983164,95.880822748
75.983164,96.09040298
75.983164,96.164705064
75.983164,95.989954206
75.983164,96.0706793920001
75.983164,95.984179866
75.983164,96.054689928
75.983164,96.06359099
75.983164,95.899670132
75.983164,96.222582506
75.983164,96.644724782
75.983164,96.4062914299999
75.983164,96.2785487899999
75.983164,96.052990696
75.983164,96.3826580819999
75.983164,96.585261872
75.983164,96.62498553
75.983164,96.653204764
75.983164,96.5717419240001
75.983164,96.674579792
75.983164,96.87539628
75.983164,96.564581132
75.983164,96.948828516
75.983164,96.978804754
75.983164,97.023684102
75.983164,97.12822721
75.983164,97.02799235
75.983164,97.007826706
75.983164,97.251531352
75.983164,97.235061066
75.983164,97.041310834
75.983164,97.097904002
75.983164,97.585777058
75.983164,97.454615354
75.983164,97.426769968
75.983164,97.551073636
75.983164,97.3805833439999
75.983164,97.240871442
75.983164,97.608901158
75.983164,97.738707012
75.983164,97.5870368579999
75.983164,97.72896289
75.983164,97.4878852479999
75.983164,97.563795128
75.983164,97.396816752
75.983164,97.66985427
75.983164,97.8820420499999
75.983164,98.047013868
75.983164,97.837593562
75.983164,98.312438184
75.983164,98.416746634
75.983164,98.318526344
75.983164,98.577020316
75.983164,98.330112236
75.983164,98.370280016
75.983164,98.307793026
75.983164,98.4587111779999
75.983164,98.2292563039999
75.983164,98.4908176199999
75.983164,98.3285283179999
75.983164,98.5768712579999
75.983164,98.5502840179999
75.983164,98.1030784619999
75.983164,98.193632186
75.983164,98.5247653339999
75.983164,98.6781298799999
75.983164,98.7317410320001
75.983164,99.014102316
75.983164,99.105251748
75.983164,98.793051938
75.983164,99.11093734
75.983164,98.929770666
75.983164,99.05497174
75.983164,99.218783878
75.983164,98.950805676
75.983164,99.400620354
75.983164,98.974909174
75.983164,99.261957618
75.983164,99.2924963860001
75.983164,99.082342276
75.983164,98.920726582
75.983164,99.153631486
75.983164,99.069180396
75.983164,99.179611062
75.983164,99.037783224
75.983164,99.103835914
75.983164,99.144204172
75.983164,99.4010052280001
75.983164,99.323250806
75.983164,99.752664198
75.983164,99.464699028
75.983164,99.655151892
75.983164,99.848323342
75.983164,99.64099968
75.983164,99.76817468
75.983164,99.729019832
75.983164,99.990824454
75.983164,100.13282115
75.983164,100.312903246
75.983164,100.179958902
75.983164,99.998695494
75.983164,100.16382439
75.983164,99.8598939619999
75.983164,99.9990219399999
75.983164,100.185550976
75.983164,100.122761246
75.983164,100.578880588
75.983164,100.32471189
75.983164,100.462454742
75.983164,100.229679044
75.983164,100.216324166
75.983164,100.65951453
75.983164,100.48594438
75.983164,100.667028394
75.983164,100.752419718
75.983164,101.089100494
75.983164,100.94416729
75.983164,100.878913324
75.983164,100.934798736
75.983164,100.995082026
75.983164,101.277980192
75.983164,101.109057042
75.983164,101.121863024
75.983164,101.068390774
75.983164,101.553704074
75.983164,101.444763454
75.983164,101.674904248
75.983164,101.678997192
75.983164,101.76769099
75.983164,101.872491724
75.983164,101.5070943
75.983164,101.669011888
75.983164,101.63137938
75.983164,101.789371878
75.983164,101.366180366
75.983164,101.805140768
75.983164,101.809854532
75.983164,101.624394598
75.983164,101.936806526
75.983164,101.72539261
75.983164,101.83138705
75.983164,101.720641812
75.983164,101.73233252
75.983164,101.698664242
75.983164,101.740107584
75.983164,101.721858898
75.983164,101.771671244
75.976172,101.95976809
75.976172,101.938587426
75.976172,101.93643383
75.976172,102.028153302
75.976172,101.869556692
75.976172,101.94657958
75.976172,101.937181846
75.976172,102.002448386
75.976172,102.03622191
75.976172,102.03646738
75.976172,102.042617484
75.976172,102.185968256
75.976172,102.212021302
75.976172,101.972147178
75.976172,102.176997734
75.976172,102.02944561
75.976172,102.052559028
75.976172,101.900091494
75.976172,101.867756912
75.976172,101.864666732
75.976172,101.898361792
75.976172,101.810391416
75.976172,101.947682788
75.976172,101.949739676
75.976172,101.889658092
75.976172,101.935135978
75.976172,101.790352988
75.976172,101.825106918
75.976172,101.764955732
75.976172,101.689090974
75.976172,101.814772608
75.976172,101.843538998
75.976172,101.920803522
75.976172,101.833222436
75.976172,101.729405144
75.976172,101.645273338
75.976172,101.61884352
75.976172,101.766624436
75.976172,101.688656884
75.976172,101.69919516
75.976172,101.524863394
75.948816,101.590066734
75.948816,101.477572826
75.948816,101.359306132
75.948816,101.283374758
75.948816,101.417272218
75.948816,101.320823178
75.948816,101.283021692
75.948816,101.22672379
75.948816,101.22833389
